MSA,Syrian,lang
 في إحدى القرى النائية، كان هناك رجل عجوز يعزف الموسيقى الشعبية على الراديو القديم. وفي كل مساء، كانت العائلات تتجمع حول النار للاستماع إلى الألحان التي تذاع من المحطة المحلية. ذات ليلة، قرر الشاب محمود أن يتعلم العزف ليحافظ على تقاليد قريته. بمرور الوقت، أصبح محمود معلماً للموسيقى الشعبية واستمرت المحطة في البث دون انقطاع. , بواحدة من القرى البعيدة، كان في عمو كبير بيلعب الموسيقى الشعبية على الراديو القديم. وكل مسا، العيل كانوا بيتجمعوا حوالين النار ليسمعوا للألحان يلي بتنبث من المحطة المحلية. بليلة من الليالي، الشب محمود قرر يتعلم العزف ليحافظ على عادات القرية. مع الأيام، محمود صار يعلم الموسيقى الشعبية والمحطة استمرت بالإرسال بدون انقطاع. ,Syrian
 في يوم مشمس، قرر أحمد أن يسافر عبر شركة الخطوط الجوية دلتا إلى نيويورك. حجز تذكرته بسهولة عبر الإنترنت وبدأ يستعد لرحلته بحماس. وصل إلى المطار مبكرًا، ومر بإجراءات الأمن دون مشاكل. بعد الإقلاع، استمتع بخدمة الضيافة على متن الطائرة وتأمل السماء الزرقاء خلال الرحلة. , بيوم مشمس، أحمد قرر يسافر مع شركة الخطوط الجوية دلتا على نيويورك. حجز تذكرتو بساهة على الإنترنت وبلش يستعد للرحلة بفرح. وصل عالمطار بكير ومرق من الأمن بدون مشاكل. بعد الإقلاع، تمتع بخدمة الضيافة على الطيارة وتأمل بالسما الزرقا طول الطريق. ,Syrian
 في أحد الأيام، قرر خالد أن يشتري إبريق قهوة جديد لأن القديم قد تكسر. ذهب إلى السوق وبحث في كل مكان حتى وجد إبريقًا أنيقًا يناسب ذوقه. بعد الشراء، عاد إلى المنزل وقام بإعداد أول قهوة في إبريقه الجديد ودعا أصدقائه لتذوقها. استمتع الجميع بالقهوة وأثنوا على جودة الإبريق الجديد. , بيوم من الأيام، خالد قرر يشتري إبريق قهوة جديد لأن المتكسر صار عطلان. راح عالسوق ودور بكل مكان لحتى لقى إبريق مرتب بيعجب ذوقو. بعد ما اشتراه، رجع على البيت وصار يعمل أول فنجان قهوة بالإبريق الجديد وعزم رفقاتو يجربوها. كل الشباب استمتعوا بالقهوة وعطوه كتير مدح على الإبريق الجديد. ,Syrian
" في يوم من الأيام، بحث علي عن بيت جديد للإيجار. عندما وصل إلى البيت الذي أعجبه، سأل صاحب العقار: ""هل تحتوي على حمام ومرحاض؟"". أجابه الرجل بابتسامة: ""بالطبع، وهما مجهزان بأحدث التجهيزات"". فأحس علي بالراحة، لأنه كان يبحث عن المرافق الحديثة في منزله الجديد. "," بيوم من الأيام، علي كان عم يدوّر على بيت جديد ليستأجره. لما وصل للبيت يللي عجبه، سأل صاحب العقار: ""فيه حمام وتواليت؟"". الرجال ابتسم وقلّو: ""أكيد، وكل شي مجهز بأحدث الشغلات"". علي ارتاح لأنو كان عم يبحث عن الراحة والتجهيزات الحديثة بالبيت الجديد. ",Syrian
 كان هناك طالب يدرس للامتحان طوال الليل، وعندما جاء وقت الامتحان، شعر بالإرهاق الشديد. حاول التركيز ولكنه لم يستطع تذكر المعلومات جيداً. عندما نظر إلى الساعة، أدرك أن الوقت انتهى. شعر بخيبة أمل كبيرة وعزم على تنظيم وقته بشكل أفضل في المستقبل. , كان في طالب عم يدرس للامتحان طول الليل، ويوم الامتحان حس بتعب كبير. حاول يركز بس ما قدر يتذكر المعلومات منيح. لما طلع عالساعة، اكتشف إنو الوقت خلص. حس بإحباط كبير وعاهد حالو ينظم وقتو أحسن بالمستقبل. ,Syrian
 سمعت أن السيد يامادا عنده ولدان، فقررت أن أزوره في منزله الكبير. وعندما وصلت، رأيت الأولاد يلعبون في الحديقة وهما سعيدان جدا. السيد يامادا استقبلني بحفاوة وأظهر لي مكتبته الضخمة. وقبل أن أغادر، أهداني كتاباً قيماً كان يقرأه لأولاده كل ليلة. , سمعت إن السيد يامادا عندو ولدين، فحبيت زورو في بيتو الكبير. لما وصلت، شفت الأولاد عم يلعبوا بالحديقة ومبسوطين كتير. السيد يامادا استقبلني بكرم وورجاني مكتبتو الضخمة. وقبل ما روح، عطاني كتاب قيم كان يقرأو لأولادو كل ليلة. ,Syrian
 كنت أحلم دائمًا بالإبحار في البحر الأزرق الواسع، وفي يوم مشمس، قررت أن أحقق حلمي. أود أن أستأجر قارب شراعي فبدأت بالبحث عن مكان للإيجار. وجدت المكان المثالي وتعلمت أساسيات الإبحار. أخيرًا، أبحرت وشعرت بحرية لم أشعر بها من قبل. , دايمًا كان عندي حلم إني أبحر بالبحر الأزرق الواسع، وبيوم مشمس، قررت حقق حلمي. بدي أستأجر قارب شراعي، فبلشت دوّر على محل للإيجار. لقيت المحل المناسب وتعلمت أساسيات الإبحار. وأخيرًا، أبحرت وحسيت بحرية ما حسيت فيها من قبل. ,Syrian
" في يومٍ مشمس، سألت الأم ابنها: ""هل بإمكانك عمل الأطباق في وقت لاحق؟"" فأجاب الابن بابتسامة وأكمل لعبته. بعد ساعات، وقف الابن في المطبخ يغسل الأطباق بينما يستمع إلى الموسيقى. شعر بسعادة لأنه أوفى بوعده لأمه. "," بيوم مشمس، الأم سألت ابنها: ""ممكن تغسل الصحون بعدين؟"" الابن ضحك وكمّل لعبتو. بعد شي ساعات، وقف الابن بالمطبخ يغسل الصحون وعم يسمع للموسيقى. حس بالفرح لأنو عمل يلي وعد فيه أمو. ",Syrian
 كان أحمد في حاجة إلى موقد غاز جديد لمطبخه. ذهب إلى السوق وبحث في عدة محلات. وجد موقدًا يناسب ميزانيته واحتياجاته. قام بشرائه وعاد إلى منزله سعيدًا. , أحمد كان محتاج لموقد غاز جديد للمطبخ تبعو. راح عالسوق ودور بكذا دكانة. لاقى واحد منيح يناسب مصروفو وشراه. رجع على بيتو مبسوط. ,Syrian
" كان يوسف يمتلك مبلغا من الدولارات الأمريكية وأراد تغييرها إلى جنيهات إسترلينية لرحلته إلى لندن. فذهب إلى مكتب الصرافة وسأل الصراف: ""هل يمكنك تغيير الدولارات الأمريكية إلى جنيهات إسترلينية؟"" فأجابه الصراف بأن السعر الحالي ممتاز للتحويل. فسر يوسف بذلك وقام بتبديل المبلغ، متطلعا لزيارة معالم لندن الشهيرة. "," يوسف كان عندو مصاري دولارات أمريكية وبده يبدلهن لجنيهات إسترلينية لأنو رايح ع لندن. راح على محل الصرافة وسأل الصراف: ""فيك تحولي الدولارات الأمريكية لجنيهات إسترلينية؟"" الصراف أجا عليه وقلو إنو السعر منيح اليوم للتحويل. يوسف انبسط كتير وصرف المصاري، متشوق ليشوف شي من عجايب لندن. ",Syrian
 بالتأكيد يا سيدي. ما اسمك؟ قال الرجل العجوز وهو ينظر إليّ بعينين تملؤهما الحكمة. أجبته بأدب: اسمي عمر يا عمي. ثم سألني عن قصتي وكأنه يعرف أن هناك شيئاً ما خلف ستار الكلمات. وبعد حديث طويل، أدركت أن هذا الرجل قد يكون مفتاح حل لغز ماضي عائلتي. , طبعاً سيدي. شو اسمك؟ سألني العمو الكبير وهو عم يطلع فيني بعيون فيها حكمة. رديت عليه بكل احترام: اسمي عمر يا عمو. بعدين سألني عن قصتي كأنه عبيحس في شي مستور ورا الكلام. وبعد جلسة طويلة، اكتشفت إنو هالرجال يمكن يكون مفتاح لحل لغز ماضي العيلة. ,Syrian
" في أحد الأيام, ذهب أحمد إلى عمله دون أن يلتزم بالزي الرسمي المعتاد. لاحظ رئيسه ذلك واستدعاه لمكتبه ليسأله عن السبب. أخبره أحمد أن ملابسه الرسمية تضررت بسبب عطل في الغسالة. تفهم الرئيس الموقف وسمح له بالعمل بملابسه العادية لهذا اليوم. "," بيوم من الأيام, راح أحمد على شغلو من دون ما يلبس الزي الرسمي. شافو المدير وطلبو لمكتبو عشان يسألو ليش مو لابس متل العالم. قلّو أحمد إنو الغسالة عطلانة وخربتلو ثيابو الرسمية. المدير فهم القصة وسمحلو يشتغل بهاللبس لليوم. ",Syrian
 ارجوا أن تحضر المرة القادمة فقط. عندما جاءت الفرصة التالية، لبى أحمد الدعوة وحضر. وجد نفسه في تجمع مليء بالمثقفين والأدباء. استمتع بالحديث معهم، وتعلم الكثير. , بتمنى تكون موجود المرة الجايي بس. لما إجت الفرصة التانية، أحمد استجاب للدعوة وحضر. لقى حالو بتجمع مليان مثقفين وأدبا. استمتع بالحكي معن وتعلم كتير. ,Syrian
 كان يحيى غير متأكد إذا كان قد حزم ملابس كافية لرحلة مدتها ثلاثة أيام. فتح الحقيبة مرة أخرى وأضاف بعض القمصان والجوارب. لم ينسَ أخذ شاحن الهاتف والكاميرا لتوثيق اللحظات. وعندما وصل الى وجهته، شعر بالراحة لأنه أعد كل شيء بشكل جيد. , يحيى ما كان متأكد إذا كان حضّر كفاية ملابس لرحلة مدتا تلات أيام. فتح الشنطة مرة تانية وزاد كم قميص وشرابات. ما نسي ياخد معو شاحن التلفون والكاميرا ليصور اللحظات. ولما وصل لمكانو، ارتاح لأنو كان مجهز كلشي منيح. ,Syrian
 في يوم من الأيام، وجد أحمد عملة نادرة وقيمتها دولاران لكل واحدة. قرر بيعها في المزاد العالمي. تجمع الناس من كل مكان لرؤية العملة النادرة. وفي النهاية، بيعت العملة بألف دولار. , بيوم من الأيام، لقى أحمد عملة نادرة وكل وحدة فيهن بتسوى دولارين. قرر يبيعها بالمزاد العالمي. الناس تجمعوا من كل مكان ليشوفوا العملة النادرة. وبالآخر، انباعت العملة بألف دولار. ,Syrian
 لقد تأكدنا جميعا من أن الكراسات قد أرسلت إليكم عن طريق البريد. في اليوم التالي، كان الجميع في المكتب يترقبون وصول الرد. لكن مرت الأيام ولم تأت أي إشارة من المستلم. وأخيرًا، بعد أسبوعين، وصلت برقية تؤكد استلام الكراسات وشكرهم على المحتوى القيم. , كلنا تأكدنا إنو الدفاتر انبعتت لإلكن بالبريد. تاني يوم، الكل بالمكتب كان عم يستنى الرد يوصل. بس الأيام مرت وما اجا أي إشارة من يلي استلم. وأخيرًا، بعد مرور أسبوعين، وصلتنا برقية بتأكد استلام الدفاتر وبتشكرنا على المحتوى القيم. ,Syrian
 في أحد الأيام، وجد حسام أن الكاشفات الخلفية لسيارته لا تعمل. قرر أن يفحص المشكلة بنفسه قبل الذهاب إلى الورشة. بعد فحص دقيق، اكتشف أن هناك فقط مصباح محترق. استبدله حسام وعادت الكاشفات لتعمل بكفاءة. , بيوم من الأيام، حسام اكتشف إنو الإشارات الخلفية بالسيارة مو شغالة. قرر يتفقد العطل لحالو قبل ما يروح عالميكانيكي. بعد ما تفحص منيح، طلع إنو فيه مصباح محترق بس. غيرّو حسام وصارت الإشارات تشتغل منيح. ,Syrian
 ذهب يوسف إلى السوق ليشتري قفازات جلدية. وجد محلاً يعرض أنواعاً مختلفة وطلب من البائع أن يريه بعضها. جرب يوسف عدة قفازات حتى وجد الزوج المناسب. شعر بالرضا عندما اشترى القفازات الجلدية المثالية. , راح يوسف عالسوق يشتري قفازات جلد. لقى محل فيه أنواع كتير وطلب من البياع يورجيه شوي منن. جرب يوسف كزا زوج لقى اللي بيناسبو. انبسط كتير لما اشترى القفازات الجلدية يلي بتناسبو. ,Syrian
 لقد تعطلت العربة في طريق ناء. استدعى أحمد الميكانيكي على الفور. وصل الميكانيكي بأدواته وبدأ بالعمل. بعد ساعة، عادت العربة للعمل مجدداً. , السيارة عطلت بطريق بعيد. أحمد اتصل على الميكانيكي على طول. الميكانيكي وصل بأدواته وابتدا يشتغل. بعد ساعة، السيارة صارت تشتغل من جديد. ,Syrian
 في يوم من الأيام كان هناك طفل يدعى يوسف يبلغ من العمر ست سنوات، كان يحب القراءة كثيرًا. ذهب يوسف مع والدته إلى المكتبة ليختار كتابًا مصورًا. وجد كتابًا عن المغامرات الفضائية وأحبه من النظرة الأولى. أصبحت قصص الفضاء موضوعه المفضل وكان يحلم بأن يصبح رائد فضاء. , بيوم من الأيام كان في ولد اسمو يوسف عمرو ست سنين، كتير بحب يقرأ. يوسف راح مع أمو عالمكتبة ليختار كتاب ملون. لقى كتاب عن المغامرات الكونية وحبه كتير من أول نظرة. صارت حكايات الفضاء هي الموضوع يلي بيحبه أكتر شي وصار يحلم إنو يصير رائد فضاء. ,Syrian
 طلب أحمد من جاره محمود أن يحفظ له أشيائه الثمينة أثناء سفره. وافق محمود على ذلك بكل سرور واعدًا بأن يعتني بها كأنها له. لكن عندما عاد أحمد، وجد أن جاره قد انتقل إلى مدينة أخرى. شعر أحمد بخيبة أمل كبيرة، لكنه تعلم درسًا قيمًا عن الثقة. , طلب أحمد من جارو محمود يحفظلو أغراضو الغالية لما يكون مسافر. محمود وافق وقالو بدي أعتني فيهن كأنهن إلي. بس لما رجع أحمد، شاف إنو محمود انتقل ع مدينة تانية. أحمد حس بخيبة أمل كبيرة، بس تعلم درس مهم عن الثقة. ,Syrian
 مرحباً هاري. أشكرك على دعوتك لنا. استقبل هاري الضيوف بحفاوة وأعد لهم مأدبة طعام شهية. تبادل الجميع الأحاديث والذكريات، وكان الجو مليئًا بالضحك والسرور. في نهاية الليل، شكر الضيوف هاري على كرمه ووعدوا بتكرار الزيارة. , أهلين هاري. شكراً على دعوتك إلنا. هاري استقبل الضيوف بكل حب وحضرلهم عزيمة أكل طيبة. الكل صاروا يحكوا ويتذكروا أيام زمان، والضحك عمّر المكان. بآخر الليل، الضيوف شكروا هاري على كرمو ووعدوا يعيدوا الزيارة. ,Syrian
 ذهب ماجد إلى المطعم الفرنسي الفاخر وطلب من النادل توصية لنوع نبيذ أبيض يتماشى مع وجبته. حسناً، أود أن أجرب النبيذ الأبيض، قال ماجد وهو يشير إلى القائمة. بعد أن تذوق النبيذ، وجد أن مذاقه رائع ويكمل الطعام بشكل مثالي. انتهى العشاء وماجد شعر بالسعادة من تجربته الجديدة وقرر أن يزور المطعم مرة أخرى. , ماجد راح على مطعم فرنسي فخم وسأل النادل ينصحو بنوع نبيذ أبيض يتناسب مع أكلتو. منيح، بدي جرب النبيذ الأبيض، قال ماجد وهو عم يشاور على الليستة. لما ذاق النبيذ، لقى طعمو حلو ومتناسق مع الأكل بشكل كتير منيح. العشا خلص وماجد حس بفرح كبير من هالتجربة الجديدة وقرر يزور المطعم مرة تانية. ,Syrian
 في ليلة مظلمة، قرر مجموعة من الأصدقاء زيارة السينما لمشاهدة فيلم رعب جديد. وبينما هم جالسون ينتظرون بدء العرض، شعروا بأجواء غامضة تحيط بهم. إنهم في السينما حتى وقتنا هذا، يندمجون مع أحداث الفيلم المثيرة. وبعد انتهاء الفيلم، خرجوا وهم يتحدثون عن مدى روعته ويخططون لزيارة أخرى. , بليلة ظلمة، قرر مجموعة من الرفقات يروحوا عالسينما ليشوفوا فيلم رعب جديد. وهنن قاعدين عم يستنوا الفيلم يبلش، حسوا بجو غريب من حولن. هنن لهلق بالسينما، مندمجين مع أحداث الفيلم المشوقة. وبعد ما خلص الفيلم، طلعوا عم يحكوا عن اديش كان الفيلم حلو وعم يخططوا لزيارة تانية. ,Syrian
 في يومٍ مشمس، وجد علي حقيبةً في الطريق وبداخلها مبلغ كبير من المال. شعر بالحيرة فيما يجب أن يفعل، ولكن قرر في النهاية أن يبحث عن صاحب الحقيبة. بعد أيام من البحث، عثر علي على صاحب الحقيبة الذي كان يبحث عنها بقلق. سلمها له، وكان صاحبها ممتناً جداً لأمانته، وأخبره أن بها حوالي ألف دولار. , بنهار مشمس، لقى علي شنتة على الطريق فيها مصاري كتير. حس بحيرة شو يعمل، بس قرر يدور عاللي ضايعة منو الشنتة. بعد يومين من البحث، لقى صاحب الشنتة يلي كان عم يدور عليها بقلق. أعطاه الشنتة، وصاحبها امتن لأمانتو وقلو إنو فيها حوالي ألف دولار. ,Syrian
 في يومٍ مشمسٍ، قرر أحمد الذهاب في نزهة إلى الغابة. وبينما هو يمشي، تعثر بجذر شجرة وسقط أرضاً، وهنا أدرك أن خطأه كان عدم الانتباه للطريق. وقف ونفض الغبار عن ملابسه، وابتسم متقبلاً الدرس الذي تعلمه. , بيوم مشمس، أحمد قرر يروح على نزهة بالغابة. وهو عم يمشي، تعثر بجذر شجرة وطاح على الأرض، وهون عرف إنو الغلط كان منو لأنو ما كان عم ينتبه للطريق. قام ونفض التراب عن هدومو، وابتسم متقبل العبرة يلي تعلمها. ,Syrian
 وجد محمود نفسه بحاجة لمشابك الغسيل بعد أن تساقطت الأمطار. فقد كان ينشر الغسيل في الخارج ولم يتوقع هطول الأمطار. أسرع في جمع الملابس المبتلة ولكنه اكتشف أن المشابك لم تعد كافية. توجه إلى السوق لشراء مشابك جديدة ليتمكن من نشر الغسيل مجدداً. , محمود لقى حالو محتاج لمشابك الغسيل بعد ما المطر نزل. كان منشر الغسيل برا وما كان متوقع ينزل مطر. عجل يلم الهدوم يلي تبللت بس اكتشف إنو المشابك مو كافية. راح عالسوق يشتري مشابك جديدة ليقدر ينشر الغسيل من جديد. ,Syrian
" في أحد الأيام، سأل محمد صديقه أحمد عن مصدر الأقراص المدمجة التي يبيعها في متجره. فأجاب أحمد بابتسامة، ""هذه الأقراص مستوردة من بلدان عديدة لضمان جودة عالية."" ثم تحدثا عن كيفية تأثير الجودة على رضا الزبائن. وفي النهاية، قرر محمد أن يطلب دفعة من الأقراص المدمجة لمتجره. "," بيوم من الأيام، محمد سأل رفيقو أحمد عن وين جاب السي ديهات اللي عم يبيعهن بمحلو. أحمد ابتسم وقال، ""هدول السي ديهات منستوردهن من أكتر من بلد لنضمن جودة عالية."" بعدين تناقشوا عن كيف الجودة بتأثر على رضا الزبائن. وبالأخير، قرر محمد يطلب دفعة من السي ديهات لمحلو. ",Syrian
 قرر أحمد أن يدرس المحادثة بالإنجليزية لتحسين لغته. انضم إلى دورة مكثفة وبدأ يمارس يوميًا مع زملائه. شعر بتحسن كبير في قدرته على التواصل. بعد عدة أشهر، أصبح قادرًا على إجراء محادثات معقدة بطلاقة. , أحمد قرر يتعلم الحكي بالإنجليزي ليحسن لغتو. اشترك بدورة مكثفة وصار يتمرن كل يوم مع أصحابو. حس بتحسن كتير بقدرتو على الاتصال. بعد شي شهور، صار قادر يعمل نقاشات معقدة بالإنجليزي بطلاقة. ,Syrian
 لقد قرأت مؤخرًا كتابًا يتحدث عن الشجاعة والإصرار. كانت الشخصية الرئيسية فتاة تواجه تحديات كثيرة ولكنها لم تستسلم أبدًا. في كل مرة تسقط، تنهض أقوى مما كانت عليه. الكتاب علمني أن الإرادة يمكن أن تغير الواقع. , قريت مؤخراً كتاب عن الشجاعة والإصرار. الشخصية الرئيسية كانت صبية بتواجه تحديات كتيرة بس ما استسلمت. كل مرة بتوقع، بتقوم أقوى من اللي قبل. الكتاب علمني إنو الإرادة بتقدر تغيّر الواقع. ,Syrian
 سافر أحمد إلى نيويورك ليبدأ عملاً جديداً، وقرر أن يقيم مع صديق قديم هناك. خلال إقامته، تعرف على ثقافة المدينة الفريدة وأصبح يحب الحياة فيها. عمل جاهداً وأصبح معروفاً في مجاله. ومع الوقت، استطاع أن يحصل على شقة خاصة به في قلب المدينة. , أحمد سافر لنيويورك ليبلش شغل جديد، واتفق يقعد عند صاحبو القديم. وهوي ساكن، تعرف عالثقافة الفريدة تبعت المدينة وصار يحب العيشة فيها. اشتغل بجهد وصار مشهور بمجالو. ومع الزمن، قدر يشتري شقة بقلب المدينة. ,Syrian
 إذا سأل أحد عني فأخبره بأني سوف أكون بالمقهى. ذهبت إلى المقهى المعتاد لأقابل صديقا قديما. جلست أنتظره وسط رائحة القهوة العربية الزكية. ولكن مرت الساعات ولم يأت صديقي كما وعد. في النهاية، قررت أن أغادر وأنا أشعر بخيبة أمل. , إذا حدا سأل عني قللو رح كون بالقهوة. رحت عالقهوة يللي دايماً بروحها لأشوف صديق قديم. قعدت استناه وسط ريحة القهوة العربية الحلوة. بس الساعات مرقت وما إجا صاحبي متل ما وعد. بالآخر قررت إني طلع وأنا مو مبسوط. ,Syrian
 أنا متأكد أني وضعتها بالجيب الداخلي للمعطف. ولكن عندما بحثت عنها، لم أجدها. شعرت بالقلق وبدأت بالبحث في كل مكان. وفي النهاية، وجدتها تحت الكرسي. , أنا متأكد إني حطيتا بالجيب الداخلي تبع المعطف. بس لما دورت عليها، ما لقيتها. صرت قلقان وبلشت دور بكل محل. وبالآخر، لقيتها تحت الكرسي. ,Syrian
" وجد أحمد نفسه في مدينة جديدة، وكان يحمل أمتعة ثقيلة. سأل أحمد الحارس: ""هل عندك مكان من الممكن أن أترك فيه أمتعتي؟"" فأشار الحارس إلى غرفة صغيرة خصصت لتخزين الأمتعة. شعر أحمد بارتياح كبير عندما ترك حقائبه وبدأ يستكشف المدينة بحرية. "," لقي أحمد حالو بمدينة جديدة وعم يشيل شناتي تقيلة. سأل البواب: ""في محل عندكن بقدر اترك فيه شناتي؟"" البواب أشرلو على غرفة صغيرة لحفظ الأمتعة. أحمد ارتاح كتير لما ترك حقائبو وصار يتجول بالمدينة من دون شي يثقلو. ",Syrian
 جئت إلى المدينة لأنجز مهمة مهمة. في أثناء تجولي، صادفت رجلاً يحتاج المساعدة. قررت أن أقدم له يد العون، فتأخرت عن عملي. في النهاية، كانت المساعدة التي قدمتها أهم من العمل الذي أتيت لأجله. , جيت عالمدينة لحتى أخلص مهمة مهمة. وأنا عم شمر، صادفت رجال بحاجة لمساعدة. قررت ساعدو، وبالتالي تأخرت عن شغلي. بالآخر، كانت المساعدة يلي قدمتها أهم من الشغل يلي جيت لأجلو. ,Syrian
 كان أحمد يبحث عن مدرسة غوص ليتعلم فيها. وجد واحدة مشهورة بمدربيها الماهرين وسجل فيها. تعلم الغوص بسرعة وأصبح من الغواصين المحترفين. الآن يعمل مدربًا في نفس المدرسة ليعلم الآخرين. , أحمد كان عم يدور على مدرسة غوص ليتعلم فيها. لقى وحدة معروفة بمدربينها الماهرين وسجل فيها. بسرعة تعلم الغوص وصار من الغواصين المحترفين. هلأ صار يشتغل مدرب بنفس المدرسة ليعلم الآخرين. ,Syrian
" في أحد الأسواق الصاخبة، سأل خالد البائع: ""كم يكون السعر شاملاً الضرائب؟"" فأجابه البائع بابتسامة: ""السعر مع الضرائب سيكون مائة ريال."" شعر خالد بالرضا لأن السعر كان مناسباً، فقرر شراء القطعة على الفور. وبذلك، غادر خالد السوق وهو يحمل مشترياته، مسروراً بتجربة الشراء الناجحة. "," بسوق مزدحم كتير، خالد سأل البيّاع: ""أديش بيصير السعر مع الضرايب؟"" البيّاع ابتسم وقلو: ""السعر مع الضرايب رح يكون مية ليرة."" خالد حس بالرضا لأنو السعر كان مناسب، فقرر يشتري القطعة عطول. وهيك، طلع خالد من السوق مبسوط ومعو أغراضو، مبسوط بتجربة الشراء الناجحة. ",Syrian
" في أحد الأيام، كان هناك رجل يأكل الشاورما بشهية كبيرة. وبينما هو منهمك في الأكل، سقطت قطعة من اللحم على قميصه الأبيض. صاح بدهشة وإزعاج: ""أعطني بعض المناديل الورقية!"" فأسرع النادل ليساعده، وابتسم الجميع لطرافة الموقف. "," بيوم من الأيام، كان في شخص عم ياكل شاورما بنهم كتير. وهوي عم يستمتع بالأكل، طاحت قطعة لحمة على قميصو الأبيض. صرخ مستغرب ومعصّب: ""عطيني شوي مناديل ورق!"" الجرسون اندفع يساعدو، والكل ضحكو عالموقف. ",Syrian
 في الشقة المجاورة، يعيش شاب يحب الاستمتاع بوقته مع أصدقائه. كان دائمًا يقيم الحفلات التي تستمر حتى الصباح. أزعجت الضوضاء الدائمة الجيران الهادئين. في النهاية، قرروا التحدث معه وتوصلوا إلى حل يرضي الجميع. , بالشقة يلي جنبنا، في شاب بيحب يقضي وقتو مع أصحابو. دايماً بيعمل حفلات لتضل للصبح. الضوضا الكتيرة زعجت الجيران يلي بحبو الهدوء. بالآخر، قرروا يحكو معو ولقو حل يرضي الكل. ,Syrian
 نعم ، دكتور كريبس لا يفحص أي مريض بدون موعد مسبق. في يوم من الأيام، حاول مريض الدخول بدون موعد، لكن الدكتور رفض. شعر المريض باليأس وجلس خارج العيادة ينتظر. بعد ساعات، شعر الدكتور بالرحمة وقرر فحص المريض. , أي، دكتور كريبس ما بيكشف أي مريض بدون موعد مسبق. بيوم من الأيام، حاول مريض يدخل من دون موعد، بس الدكتور رفض. المريض حس باليأس وقعد برا العيادة ينطر. بعد ساعات، الدكتور تعاطف معو وقرر يفحصو. ,Syrian
 هل يمكن أن تخبرين باسم ورقم الطرف الذي تريد الاتصال به؟، فقد كانت ريم تحاول الوصول إلى صديقتها القديمة ليلى ولكنها نسيت رقمها. بحثت في دفتر عناوينها القديم دون جدوى، فقررت الاستعانة بخدمة الاستعلامات الهاتفية. استجابت الموظفة على الطرف الآخر بكل أدب وقدمت لها المعلومات اللازمة. وبفضل هذه المساعدة، تمكنت ريم أخيرًا من الاتصال بليلى واستعادتا ذكريات الأيام الجميلة التي قضتاها معًا. , شو اسم ورقم الشخص يلي عم تحاولي تتصلي فيو؟، ريم كانت عم تحاول توصل لصاحبتها القديمة ليلى بس ناسية رقمها. دورت بالدفتر القديم ما لقتو، قررت تستعين بخدمة الاستعلامات الهاتفية. الموظفة على الطرف التاني كانت مؤدبة وعطتها المعلومات اللازمة، ومن خلال هالمساعدة، ريم قدرت أخيراً تتصل بليلى ورجعو يتذكرو أيامهم الحلوة يلي عاشوها سوى. ,Syrian
" هل هذه هدية؟ سأل الطفل والده بفضول شديد. ابتسم الأب وأعطاه الصندوق الصغير، ""نعم يا بُني، هذه لك"". فتح الطفل الهدية بحماس ليجد داخلها ساعة جميلة. شعر بسعادة غامرة وعانق والده بحب. "," هي هدية؟ سأل الصبي أبوه بفضول كتير. الأب ابتسم وأعطاه العلبة الصغيرة، ""أي نعم يا ابني، هي لإلك"". الصبي فتح الهدية بحماسة وشاف جواتها ساعة حلوة. حس بفرح كبير وضم أبوه بحب. ",Syrian
